CTE	CTE_PREV	CTE_SUM	KP	KI	KD	P_ERROR	I_ERROR	D_ERROR
0.445900	0.445900	103.350700	0.200000	0.000400	3.000000	0.089180	0.041340	-0.026400
0.438900	0.438900	103.789600	0.200000	0.000400	3.000000	0.087780	0.041516	-0.021000
0.432400	0.432400	104.222000	0.200000	0.000400	3.000000	0.086480	0.041689	-0.019500
0.426100	0.426100	104.648100	0.200000	0.000400	3.000000	0.085220	0.041859	-0.018900
0.420200	0.420200	105.068300	0.200000	0.000400	3.000000	0.084040	0.042027	-0.017700
0.378700	0.378700	105.447000	0.200000	0.000400	3.000000	0.075740	0.042179	-0.124500
0.373800	0.373800	105.820800	0.200000	0.000400	3.000000	0.074760	0.042328	-0.014700
0.369500	0.369500	106.190300	0.200000	0.000400	3.000000	0.073900	0.042476	-0.012900
0.365100	0.365100	106.555400	0.200000	0.000400	3.000000	0.073020	0.042622	-0.013200
0.360600	0.360600	106.916000	0.200000	0.000400	3.000000	0.072120	0.042766	-0.013500
0.355900	0.355900	107.271900	0.200000	0.000400	3.000000	0.071180	0.042909	-0.014100
0.351000	0.351000	107.622900	0.200000	0.000400	3.000000	0.070200	0.043049	-0.014700
0.346100	0.346100	107.969000	0.200000	0.000400	3.000000	0.069220	0.043188	-0.014700
0.341000	0.341000	108.310000	0.200000	0.000400	3.000000	0.068200	0.043324	-0.015300
0.335800	0.335800	108.645800	0.200000	0.000400	3.000000	0.067160	0.043458	-0.015600
0.330500	0.330500	108.976300	0.200000	0.000400	3.000000	0.066100	0.043591	-0.015900
0.325200	0.325200	109.301500	0.200000	0.000400	3.000000	0.065040	0.043721	-0.015900
0.319700	0.319700	109.621200	0.200000	0.000400	3.000000	0.063940	0.043848	-0.016500
0.314100	0.314100	109.935300	0.200000	0.000400	3.000000	0.062820	0.043974	-0.016800
0.308500	0.308500	110.243800	0.200000	0.000400	3.000000	0.061700	0.044098	-0.016800
0.296900	0.296900	110.540700	0.200000	0.000400	3.000000	0.059380	0.044216	-0.034800
0.291000	0.291000	110.831700	0.200000	0.000400	3.000000	0.058200	0.044333	-0.017700
0.285000	0.285000	111.116700	0.200000	0.000400	3.000000	0.057000	0.044447	-0.018000
0.279000	0.279000	111.395700	0.200000	0.000400	3.000000	0.055800	0.044558	-0.018000
0.272900	0.272900	111.668600	0.200000	0.000400	3.000000	0.054580	0.044667	-0.018300
0.266700	0.266700	111.935300	0.200000	0.000400	3.000000	0.053340	0.044774	-0.018600
0.260400	0.260400	112.195700	0.200000	0.000400	3.000000	0.052080	0.044878	-0.018900
0.254000	0.254000	112.449700	0.200000	0.000400	3.000000	0.050800	0.044980	-0.019200
0.247500	0.247500	112.697200	0.200000	0.000400	3.000000	0.049500	0.045079	-0.019500
0.241000	0.241000	112.938200	0.200000	0.000400	3.000000	0.048200	0.045175	-0.019500
0.234300	0.234300	113.172500	0.200000	0.000400	3.000000	0.046860	0.045269	-0.020100
0.227600	0.227600	113.400100	0.200000	0.000400	3.000000	0.045520	0.045360	-0.020100
0.220900	0.220900	113.621000	0.200000	0.000400	3.000000	0.044180	0.045448	-0.020100
0.214000	0.214000	113.835000	0.200000	0.000400	3.000000	0.042800	0.045534	-0.020700
0.207100	0.207100	114.042100	0.200000	0.000400	3.000000	0.041420	0.045617	-0.020700
0.200000	0.200000	114.242100	0.200000	0.000400	3.000000	0.040000	0.045697	-0.021300
0.193000	0.193000	114.435100	0.200000	0.000400	3.000000	0.038600	0.045774	-0.021000
0.178600	0.178600	114.613700	0.200000	0.000400	3.000000	0.035720	0.045845	-0.043200
0.171300	0.171300	114.785000	0.200000	0.000400	3.000000	0.034260	0.045914	-0.021900
0.164000	0.164000	114.949000	0.200000	0.000400	3.000000	0.032800	0.045980	-0.021900
0.156700	0.156700	115.105700	0.200000	0.000400	3.000000	0.031340	0.046042	-0.021900
0.149300	0.149300	115.255000	0.200000	0.000400	3.000000	0.029860	0.046102	-0.022200
0.141800	0.141800	115.396800	0.200000	0.000400	3.000000	0.028360	0.046159	-0.022500
0.134200	0.134200	115.531000	0.200000	0.000400	3.000000	0.026840	0.046212	-0.022800
0.126600	0.126600	115.657600	0.200000	0.000400	3.000000	0.025320	0.046263	-0.022800
0.111200	0.111200	115.768800	0.200000	0.000400	3.000000	0.022240	0.046308	-0.046200
0.103400	0.103400	115.872200	0.200000	0.000400	3.000000	0.020680	0.046349	-0.023400
0.095700	0.095700	115.967900	0.200000	0.000400	3.000000	0.019140	0.046387	-0.023100
0.087900	0.087900	116.055800	0.200000	0.000400	3.000000	0.017580	0.046422	-0.023400
0.080000	0.080000	116.135800	0.200000	0.000400	3.000000	0.016000	0.046454	-0.023700
0.072100	0.072100	116.207900	0.200000	0.000400	3.000000	0.014420	0.046483	-0.023700
0.064100	0.064100	116.272000	0.200000	0.000400	3.000000	0.012820	0.046509	-0.024000
0.056100	0.056100	116.328100	0.200000	0.000400	3.000000	0.011220	0.046531	-0.024000
0.048100	0.048100	116.376200	0.200000	0.000400	3.000000	0.009620	0.046550	-0.024000
0.040000	0.040000	116.416200	0.200000	0.000400	3.000000	0.008000	0.046566	-0.024300
0.031800	0.031800	116.448000	0.200000	0.000400	3.000000	0.006360	0.046579	-0.024600
0.023700	0.023700	116.471700	0.200000	0.000400	3.000000	0.004740	0.046589	-0.024300
0.015500	0.015500	116.487200	0.200000	0.000400	3.000000	0.003100	0.046595	-0.024600
0.007200	0.007200	116.494400	0.200000	0.000400	3.000000	0.001440	0.046598	-0.024900
-0.001000	-0.001000	116.493400	0.200000	0.000400	3.000000	-0.000200	0.046597	-0.024600
-0.009300	-0.009300	116.484100	0.200000	0.000400	3.000000	-0.001860	0.046594	-0.024900
-0.017500	-0.017500	116.466600	0.200000	0.000400	3.000000	-0.003500	0.046587	-0.024600
-0.025800	-0.025800	116.440800	0.200000	0.000400	3.000000	-0.005160	0.046576	-0.024900
-0.034100	-0.034100	116.406700	0.200000	0.000400	3.000000	-0.006820	0.046563	-0.024900
-0.042500	-0.042500	116.364200	0.200000	0.000400	3.000000	-0.008500	0.046546	-0.025200
-0.050700	-0.050700	116.313500	0.200000	0.000400	3.000000	-0.010140	0.046525	-0.024600
-0.059100	-0.059100	116.254400	0.200000	0.000400	3.000000	-0.011820	0.046502	-0.025200
-0.067200	-0.067200	116.187200	0.200000	0.000400	3.000000	-0.013440	0.046475	-0.024300
-0.075500	-0.075500	116.111700	0.200000	0.000400	3.000000	-0.015100	0.046445	-0.024900
-0.083900	-0.083900	116.027800	0.200000	0.000400	3.000000	-0.016780	0.046411	-0.025200
-0.092000	-0.092000	115.935800	0.200000	0.000400	3.000000	-0.018400	0.046374	-0.024300
-0.100400	-0.100400	115.835400	0.200000	0.000400	3.000000	-0.020080	0.046334	-0.025200
-0.108500	-0.108500	115.726900	0.200000	0.000400	3.000000	-0.021700	0.046291	-0.024300
-0.116800	-0.116800	115.610100	0.200000	0.000400	3.000000	-0.023360	0.046244	-0.024900
-0.124800	-0.124800	115.485300	0.200000	0.000400	3.000000	-0.024960	0.046194	-0.024000
-0.133000	-0.133000	115.352300	0.200000	0.000400	3.000000	-0.026600	0.046141	-0.024600
-0.141100	-0.141100	115.211200	0.200000	0.000400	3.000000	-0.028220	0.046084	-0.024300
-0.149300	-0.149300	115.061900	0.200000	0.000400	3.000000	-0.029860	0.046025	-0.024600
-0.149300	-0.149300	114.912600	0.200000	0.000400	3.000000	-0.029860	0.045965	0.000000
-0.157300	-0.157300	114.755300	0.200000	0.000400	3.000000	-0.031460	0.045902	-0.024000
-0.165500	-0.165500	114.589800	0.200000	0.000400	3.000000	-0.033100	0.045836	-0.024600
-0.173500	-0.173500	114.416300	0.200000	0.000400	3.000000	-0.034700	0.045767	-0.024000
-0.181500	-0.181500	114.234800	0.200000	0.000400	3.000000	-0.036300	0.045694	-0.024000
-0.189500	-0.189500	114.045300	0.200000	0.000400	3.000000	-0.037900	0.045618	-0.024000
-0.197400	-0.197400	113.847900	0.200000	0.000400	3.000000	-0.039480	0.045539	-0.023700
-0.205200	-0.205200	113.642700	0.200000	0.000400	3.000000	-0.041040	0.045457	-0.023400
-0.220700	-0.220700	113.422000	0.200000	0.000400	3.000000	-0.044140	0.045369	-0.046500
-0.228400	-0.228400	113.193600	0.200000	0.000400	3.000000	-0.045680	0.045277	-0.023100
-0.235800	-0.235800	112.957800	0.200000	0.000400	3.000000	-0.047160	0.045183	-0.022200
-0.243200	-0.243200	112.714600	0.200000	0.000400	3.000000	-0.048640	0.045086	-0.022200
-0.250600	-0.250600	112.464000	0.200000	0.000400	3.000000	-0.050120	0.044986	-0.022200
-0.257900	-0.257900	112.206100	0.200000	0.000400	3.000000	-0.051580	0.044882	-0.021900
-0.265100	-0.265100	111.941000	0.200000	0.000400	3.000000	-0.053020	0.044776	-0.021600
-0.272300	-0.272300	111.668700	0.200000	0.000400	3.000000	-0.054460	0.044667	-0.021600
-0.279200	-0.279200	111.389500	0.200000	0.000400	3.000000	-0.055840	0.044556	-0.020700
-0.286300	-0.286300	111.103200	0.200000	0.000400	3.000000	-0.057260	0.044441	-0.021300
-0.293000	-0.293000	110.810200	0.200000	0.000400	3.000000	-0.058600	0.044324	-0.020100
-0.299900	-0.299900	110.510300	0.200000	0.000400	3.000000	-0.059980	0.044204	-0.020700
-0.306500	-0.306500	110.203800	0.200000	0.000400	3.000000	-0.061300	0.044082	-0.019800
-0.313200	-0.313200	109.890600	0.200000	0.000400	3.000000	-0.062640	0.043956	-0.020100
-0.319600	-0.319600	109.571000	0.200000	0.000400	3.000000	-0.063920	0.043828	-0.019200
-0.326000	-0.326000	109.245000	0.200000	0.000400	3.000000	-0.065200	0.043698	-0.019200
-0.332100	-0.332100	108.912900	0.200000	0.000400	3.000000	-0.066420	0.043565	-0.018300
-0.338300	-0.338300	108.574600	0.200000	0.000400	3.000000	-0.067660	0.043430	-0.018600
-0.344300	-0.344300	108.230300	0.200000	0.000400	3.000000	-0.068860	0.043292	-0.018000
-0.350200	-0.350200	107.880100	0.200000	0.000400	3.000000	-0.070040	0.043152	-0.017700
-0.355900	-0.355900	107.524200	0.200000	0.000400	3.000000	-0.071180	0.043010	-0.017100
-0.361700	-0.361700	107.162500	0.200000	0.000400	3.000000	-0.072340	0.042865	-0.017400
-0.361700	-0.361700	106.800800	0.200000	0.000400	3.000000	-0.072340	0.042720	0.000000
-0.372500	-0.372500	106.428300	0.200000	0.000400	3.000000	-0.074500	0.042571	-0.032400
-0.377700	-0.377700	106.050600	0.200000	0.000400	3.000000	-0.075540	0.042420	-0.015600
-0.382900	-0.382900	105.667700	0.200000	0.000400	3.000000	-0.076580	0.042267	-0.015600
-0.387700	-0.387700	105.280000	0.200000	0.000400	3.000000	-0.077540	0.042112	-0.014400
-0.392600	-0.392600	104.887400	0.200000	0.000400	3.000000	-0.078520	0.041955	-0.014700
-0.397100	-0.397100	104.490300	0.200000	0.000400	3.000000	-0.079420	0.041796	-0.013500
-0.401700	-0.401700	104.088600	0.200000	0.000400	3.000000	-0.080340	0.041635	-0.013800
-0.406000	-0.406000	103.682600	0.200000	0.000400	3.000000	-0.081200	0.041473	-0.012900
-0.410300	-0.410300	103.272300	0.200000	0.000400	3.000000	-0.082060	0.041309	-0.012900
-0.414200	-0.414200	102.858100	0.200000	0.000400	3.000000	-0.082840	0.041143	-0.011700
-0.418200	-0.418200	102.439900	0.200000	0.000400	3.000000	-0.083640	0.040976	-0.012000
-0.421800	-0.421800	102.018100	0.200000	0.000400	3.000000	-0.084360	0.040807	-0.010800
-0.425400	-0.425400	101.592700	0.200000	0.000400	3.000000	-0.085080	0.040637	-0.010800
-0.432000	-0.432000	101.160700	0.200000	0.000400	3.000000	-0.086400	0.040464	-0.019800
-0.435000	-0.435000	100.725700	0.200000	0.000400	3.000000	-0.087000	0.040290	-0.009000
-0.435000	-0.435000	100.290700	0.200000	0.000400	3.000000	-0.087000	0.040116	0.000000
-0.438000	-0.438000	99.852700	0.200000	0.000400	3.000000	-0.087600	0.039941	-0.009000
-0.440700	-0.440700	99.412000	0.200000	0.000400	3.000000	-0.088140	0.039765	-0.008100
-0.443300	-0.443300	98.968700	0.200000	0.000400	3.000000	-0.088660	0.039587	-0.007800
-0.445700	-0.445700	98.523000	0.200000	0.000400	3.000000	-0.089140	0.039409	-0.007200
-0.448000	-0.448000	98.075000	0.200000	0.000400	3.000000	-0.089600	0.039230	-0.006900
-0.449900	-0.449900	97.625100	0.200000	0.000400	3.000000	-0.089980	0.039050	-0.005700
-0.451900	-0.451900	97.173200	0.200000	0.000400	3.000000	-0.090380	0.038869	-0.006000
-0.455000	-0.455000	96.718200	0.200000	0.000400	3.000000	-0.091000	0.038687	-0.009300
-0.455000	-0.455000	96.263200	0.200000	0.000400	3.000000	-0.091000	0.038505	0.000000
-0.456200	-0.456200	95.807000	0.200000	0.000400	3.000000	-0.091240	0.038323	-0.003600
-0.457400	-0.457400	95.349600	0.200000	0.000400	3.000000	-0.091480	0.038140	-0.003600
-0.458300	-0.458300	94.891300	0.200000	0.000400	3.000000	-0.091660	0.037957	-0.002700
-0.459000	-0.459000	94.432300	0.200000	0.000400	3.000000	-0.091800	0.037773	-0.002100
-0.459500	-0.459500	93.972800	0.200000	0.000400	3.000000	-0.091900	0.037589	-0.001500
-0.460000	-0.460000	93.512800	0.200000	0.000400	3.000000	-0.092000	0.037405	-0.001500
-0.460100	-0.460100	93.052700	0.200000	0.000400	3.000000	-0.092020	0.037221	-0.000300
-0.459800	-0.459800	92.592900	0.200000	0.000400	3.000000	-0.091960	0.037037	0.000900
-0.459500	-0.459500	92.133400	0.200000	0.000400	3.000000	-0.091900	0.036853	0.000900
-0.458900	-0.458900	91.674500	0.200000	0.000400	3.000000	-0.091780	0.036670	0.001800
-0.458100	-0.458100	91.216400	0.200000	0.000400	3.000000	-0.091620	0.036487	0.002400
