CTE	CTE_PREV	CTE_SUM	KP	KI	KD	P_ERROR	I_ERROR	D_ERROR
-0.449400	-0.449400	106.318600	0.200000	0.000400	0.000000	-0.089880	0.042527	-0.000000
-0.457900	-0.457900	105.860700	0.200000	0.000400	0.000000	-0.091580	0.042344	-0.000000
-0.466100	-0.466100	105.394600	0.200000	0.000400	0.000000	-0.093220	0.042158	-0.000000
-0.474300	-0.474300	104.920300	0.200000	0.000400	0.000000	-0.094860	0.041968	-0.000000
-0.482300	-0.482300	104.438000	0.200000	0.000400	0.000000	-0.096460	0.041775	-0.000000
-0.490300	-0.490300	103.947700	0.200000	0.000400	0.000000	-0.098060	0.041579	-0.000000
-0.497900	-0.497900	103.449800	0.200000	0.000400	0.000000	-0.099580	0.041380	-0.000000
-0.505600	-0.505600	102.944200	0.200000	0.000400	0.000000	-0.101120	0.041178	-0.000000
-0.512900	-0.512900	102.431300	0.200000	0.000400	0.000000	-0.102580	0.040973	-0.000000
-0.512900	-0.512900	101.918400	0.200000	0.000400	0.000000	-0.102580	0.040767	0.000000
-0.527200	-0.527200	101.391200	0.200000	0.000400	0.000000	-0.105440	0.040556	-0.000000
-0.534200	-0.534200	100.857000	0.200000	0.000400	0.000000	-0.106840	0.040343	-0.000000
-0.534200	-0.534200	100.322800	0.200000	0.000400	0.000000	-0.106840	0.040129	0.000000
-0.540900	-0.540900	99.781900	0.200000	0.000400	0.000000	-0.108180	0.039913	-0.000000
-0.547500	-0.547500	99.234400	0.200000	0.000400	0.000000	-0.109500	0.039694	-0.000000
-0.553700	-0.553700	98.680700	0.200000	0.000400	0.000000	-0.110740	0.039472	-0.000000
-0.560000	-0.560000	98.120700	0.200000	0.000400	0.000000	-0.112000	0.039248	-0.000000
-0.565900	-0.565900	97.554800	0.200000	0.000400	0.000000	-0.113180	0.039022	-0.000000
-0.571700	-0.571700	96.983100	0.200000	0.000400	0.000000	-0.114340	0.038793	-0.000000
-0.577200	-0.577200	96.405900	0.200000	0.000400	0.000000	-0.115440	0.038562	-0.000000
-0.582600	-0.582600	95.823300	0.200000	0.000400	0.000000	-0.116520	0.038329	-0.000000
-0.587700	-0.587700	95.235600	0.200000	0.000400	0.000000	-0.117540	0.038094	-0.000000
-0.592700	-0.592700	94.642900	0.200000	0.000400	0.000000	-0.118540	0.037857	-0.000000
-0.597300	-0.597300	94.045600	0.200000	0.000400	0.000000	-0.119460	0.037618	-0.000000
-0.601800	-0.601800	93.443800	0.200000	0.000400	0.000000	-0.120360	0.037378	-0.000000
-0.605900	-0.605900	92.837900	0.200000	0.000400	0.000000	-0.121180	0.037135	-0.000000
-0.610000	-0.610000	92.227900	0.200000	0.000400	0.000000	-0.122000	0.036891	-0.000000
-0.613700	-0.613700	91.614200	0.200000	0.000400	0.000000	-0.122740	0.036646	-0.000000
-0.617300	-0.617300	90.996900	0.200000	0.000400	0.000000	-0.123460	0.036399	-0.000000
-0.620400	-0.620400	90.376500	0.200000	0.000400	0.000000	-0.124080	0.036151	-0.000000
-0.623500	-0.623500	89.753000	0.200000	0.000400	0.000000	-0.124700	0.035901	-0.000000
-0.626200	-0.626200	89.126800	0.200000	0.000400	0.000000	-0.125240	0.035651	-0.000000
-0.628700	-0.628700	88.498100	0.200000	0.000400	0.000000	-0.125740	0.035399	-0.000000
-0.630900	-0.630900	87.867200	0.200000	0.000400	0.000000	-0.126180	0.035147	-0.000000
-0.632900	-0.632900	87.234300	0.200000	0.000400	0.000000	-0.126580	0.034894	-0.000000
-0.634500	-0.634500	86.599800	0.200000	0.000400	0.000000	-0.126900	0.034640	-0.000000
-0.636000	-0.636000	85.963800	0.200000	0.000400	0.000000	-0.127200	0.034386	-0.000000
